,feature_a,feature_b,range_a,range_b,frequency_a_mhz,frequency_b_mhz,distance_mhz,correlation,abs_correlation
1024,350__292.533333MHz,350__333.866667MHz,350,350,292.533333,333.866667,41.33333399999998,-0.999630038403905,0.999630038403905
1025,350__251.066667MHz,350__292.266667MHz,350,350,251.066667,292.266667,41.19999999999999,-0.9996295511057559,0.9996295511057559
1026,350__293.600000MHz,350__334.400000MHz,350,350,293.6,334.4,40.799999999999955,-0.9996294608221759,0.9996294608221759
1027,350__296.533333MHz,350__343.200000MHz,350,350,296.533333,343.2,46.66666699999996,-0.9996294140876955,0.9996294140876955
1028,350__250.400000MHz,350__255.866667MHz,350,350,250.4,255.866667,5.466667000000001,0.9996293084679767,0.9996293084679767
1029,350__293.200000MHz,350__334.000000MHz,350,350,293.2,334.0,40.80000000000001,-0.9996292568199646,0.9996292568199646
1030,350__293.333333MHz,350__334.133333MHz,350,350,293.333333,334.133333,40.80000000000001,-0.9996291113739619,0.9996291113739619
1031,350__251.866667MHz,350__292.000000MHz,350,350,251.866667,292.0,40.13333299999999,-0.9996290183310136,0.9996290183310136
1032,350__297.466667MHz,350__348.266667MHz,350,350,297.466667,348.266667,50.80000000000001,-0.9996287818194657,0.9996287818194657
1033,350__295.333333MHz,350__338.666667MHz,350,350,295.333333,338.666667,43.333334000000036,-0.9996286958553547,0.9996286958553547
1034,350__295.333333MHz,350__338.800000MHz,350,350,295.333333,338.8,43.46666700000003,-0.999628585511637,0.999628585511637
1035,350__292.666667MHz,350__336.266667MHz,350,350,292.666667,336.266667,43.599999999999966,-0.9996283661789356,0.9996283661789356
1036,350__295.466667MHz,350__342.533333MHz,350,350,295.466667,342.533333,47.066666000000055,-0.9996281894618182,0.9996281894618182
1037,350__297.333333MHz,350__347.333333MHz,350,350,297.333333,347.333333,50.0,-0.9996280025304921,0.9996280025304921
1038,350__296.400000MHz,350__343.733333MHz,350,350,296.4,343.733333,47.33333300000004,-0.9996278600891846,0.9996278600891846
1039,350__255.866667MHz,350__291.466667MHz,350,350,255.866667,291.466667,35.599999999999966,-0.999626575403923,0.999626575403923
1040,350__293.333333MHz,350__338.400000MHz,350,350,293.333333,338.4,45.066666999999995,-0.9996264045710737,0.9996264045710737
1041,350__252.933333MHz,350__291.866667MHz,350,350,252.933333,291.866667,38.933334,-0.9996262421283452,0.9996262421283452
1042,350__295.333333MHz,350__338.133333MHz,350,350,295.333333,338.133333,42.80000000000001,-0.9996258962162174,0.9996258962162174
1043,350__250.933333MHz,350__292.133333MHz,350,350,250.933333,292.133333,41.19999999999999,-0.9996258483852525,0.9996258483852525
1044,350__296.133333MHz,350__343.866667MHz,350,350,296.133333,343.866667,47.73333400000001,-0.99962582062623,0.99962582062623
1045,350__295.466667MHz,350__339.866667MHz,350,350,295.466667,339.866667,44.400000000000034,-0.9996256921963002,0.9996256921963002
1046,350__251.600000MHz,350__291.866667MHz,350,350,251.6,291.866667,40.26666700000001,-0.9996256182038631,0.9996256182038631
1047,350__297.066667MHz,350__348.800000MHz,350,350,297.066667,348.8,51.733333000000016,-0.9996253556838792,0.9996253556838792
1048,350__296.133333MHz,350__342.666667MHz,350,350,296.133333,342.666667,46.533334000000025,-0.9996251248888675,0.9996251248888675
1049,350__296.400000MHz,350__348.800000MHz,350,350,296.4,348.8,52.400000000000034,-0.9996246448576068,0.9996246448576068
1050,350__294.133333MHz,350__340.666667MHz,350,350,294.133333,340.666667,46.533334000000025,-0.9996244627823729,0.9996244627823729
1051,350__297.200000MHz,350__348.666667MHz,350,350,297.2,348.666667,51.46666700000003,-0.999624262682164,0.999624262682164
1052,350__293.200000MHz,350__337.733333MHz,350,350,293.2,337.733333,44.53333300000003,-0.9996241749749017,0.9996241749749017
1053,350__297.600000MHz,350__348.533333MHz,350,350,297.6,348.533333,50.933333000000005,-0.999623895446985,0.999623895446985
1054,350__296.000000MHz,350__342.266667MHz,350,350,296.0,342.266667,46.266666999999984,-0.9996238690067888,0.9996238690067888
1055,350__292.800000MHz,350__336.800000MHz,350,350,292.8,336.8,44.0,-0.999623790075553,0.999623790075553
1056,350__294.666667MHz,350__341.866667MHz,350,350,294.666667,341.866667,47.19999999999999,-0.9996237010155968,0.9996237010155968
1057,350__293.733333MHz,350__334.933333MHz,350,350,293.733333,334.933333,41.19999999999999,-0.9996236173076478,0.9996236173076478
1058,350__250.933333MHz,350__291.866667MHz,350,350,250.933333,291.866667,40.933334,-0.9996235193667274,0.9996235193667274
1059,350__251.866667MHz,350__291.866667MHz,350,350,251.866667,291.866667,40.0,-0.9996234288659782,0.9996234288659782
1060,350__295.600000MHz,350__340.133333MHz,350,350,295.6,340.133333,44.53333299999997,-0.999623414178941,0.999623414178941
1061,350__293.466667MHz,350__338.933333MHz,350,350,293.466667,338.933333,45.46666600000003,-0.9996233742241902,0.9996233742241902
1062,350__296.666667MHz,350__343.466667MHz,350,350,296.666667,343.466667,46.799999999999955,-0.9996233721682443,0.9996233721682443
1063,350__293.600000MHz,350__334.533333MHz,350,350,293.6,334.533333,40.933333000000005,-0.9996231676446098,0.9996231676446098
1064,350__293.600000MHz,350__339.333333MHz,350,350,293.6,339.333333,45.73333299999996,-0.9996231194353977,0.9996231194353977
1065,350__250.266667MHz,350__255.866667MHz,350,350,250.266667,255.866667,5.599999999999994,0.9996231074271605,0.9996231074271605
1066,350__256.933333MHz,350__290.933333MHz,350,350,256.933333,290.933333,34.0,-0.9996230925614075,0.9996230925614075
1067,350__256.533333MHz,350__291.066667MHz,350,350,256.533333,291.066667,34.53333399999997,-0.9996230032009711,0.9996230032009711
1068,350__251.866667MHz,350__292.133333MHz,350,350,251.866667,292.133333,40.26666599999999,-0.9996228993317576,0.9996228993317576
1069,350__294.266667MHz,350__335.866667MHz,350,350,294.266667,335.866667,41.60000000000002,-0.9996227079995575,0.9996227079995575
1070,350__296.666667MHz,350__348.800000MHz,350,350,296.666667,348.8,52.13333299999999,-0.9996226848027968,0.9996226848027968
1071,350__294.000000MHz,350__340.133333MHz,350,350,294.0,340.133333,46.13333299999999,-0.9996225297557647,0.9996225297557647
1072,350__256.266667MHz,350__291.333333MHz,350,350,256.266667,291.333333,35.066666,-0.99962231711316,0.99962231711316
1073,350__327.733333MHz,350__332.800000MHz,350,350,327.733333,332.8,5.066666999999995,0.9996221269073128,0.9996221269073128
1074,350__328.400000MHz,350__333.600000MHz,350,350,328.4,333.6,5.2000000000000455,0.9996214755232993,0.9996214755232993
1075,350__295.333333MHz,350__338.400000MHz,350,350,295.333333,338.4,43.066666999999995,-0.9996213277663096,0.9996213277663096
1076,350__251.733333MHz,350__292.000000MHz,350,350,251.733333,292.0,40.26666700000001,-0.9996213251483879,0.9996213251483879
1077,350__296.266667MHz,350__348.666667MHz,350,350,296.266667,348.666667,52.400000000000034,-0.9996212854669991,0.9996212854669991
1078,350__296.533333MHz,350__348.800000MHz,350,350,296.533333,348.8,52.266666999999984,-0.9996208794589088,0.9996208794589088
1079,350__294.000000MHz,350__340.266667MHz,350,350,294.0,340.266667,46.266666999999984,-0.9996207882881923,0.9996207882881923
1080,350__295.866667MHz,350__340.666667MHz,350,350,295.866667,340.666667,44.80000000000001,-0.9996206796969299,0.9996206796969299
1081,350__250.133333MHz,350__255.866667MHz,350,350,250.133333,255.866667,5.7333340000000135,0.999620589915019,0.999620589915019
1082,350__297.466667MHz,350__347.466667MHz,350,350,297.466667,347.466667,50.0,-0.9996202040295088,0.9996202040295088
1083,350__297.200000MHz,350__347.200000MHz,350,350,297.2,347.2,50.0,-0.999620103922666,0.999620103922666
1084,350__297.466667MHz,350__348.133333MHz,350,350,297.466667,348.133333,50.66666600000002,-0.9996197192059271,0.9996197192059271
1085,350__255.866667MHz,350__291.066667MHz,350,350,255.866667,291.066667,35.19999999999999,-0.9996196764253834,0.9996196764253834
1086,350__297.466667MHz,350__347.600000MHz,350,350,297.466667,347.6,50.13333300000005,-0.9996194911431187,0.9996194911431187
1087,350__251.600000MHz,350__292.266667MHz,350,350,251.6,292.266667,40.66666699999999,-0.9996194670194409,0.9996194670194409
1088,350__292.666667MHz,350__336.133333MHz,350,350,292.666667,336.133333,43.466665999999975,-0.9996189784014937,0.9996189784014937
1089,350__295.866667MHz,350__341.066667MHz,350,350,295.866667,341.066667,45.19999999999999,-0.9996188074002385,0.9996188074002385
1090,350__256.133333MHz,350__291.600000MHz,350,350,256.133333,291.6,35.46666700000003,-0.9996187666931529,0.9996187666931529
1091,350__250.000000MHz,350__255.866667MHz,350,350,250.0,255.866667,5.866667000000007,0.999618540231749,0.999618540231749
1092,350__297.333333MHz,350__348.000000MHz,350,350,297.333333,348.0,50.66666700000002,-0.9996182439889088,0.9996182439889088
1093,350__296.266667MHz,350__342.800000MHz,350,350,296.266667,342.8,46.53333300000003,-0.999617784512296,0.999617784512296
1094,350__251.733333MHz,350__292.133333MHz,350,350,251.733333,292.133333,40.400000000000006,-0.9996175002844673,0.9996175002844673
1095,350__252.000000MHz,350__292.000000MHz,350,350,252.0,292.0,40.0,-0.9996174008922399,0.9996174008922399
1096,350__253.066667MHz,350__291.866667MHz,350,350,253.066667,291.866667,38.80000000000001,-0.9996173962592889,0.9996173962592889
1097,350__295.066667MHz,350__342.266667MHz,350,350,295.066667,342.266667,47.19999999999999,-0.9996172122320719,0.9996172122320719
1098,350__293.866667MHz,350__339.866667MHz,350,350,293.866667,339.866667,46.0,-0.9996170585924852,0.9996170585924852
1099,350__292.533333MHz,350__334.000000MHz,350,350,292.533333,334.0,41.46666699999997,-0.9996169048026392,0.9996169048026392
1100,350__294.133333MHz,350__340.400000MHz,350,350,294.133333,340.4,46.266666999999984,-0.9996168732753227,0.9996168732753227
1101,350__293.200000MHz,350__333.866667MHz,350,350,293.2,333.866667,40.66666700000002,-0.999616551117697,0.999616551117697
1102,350__255.866667MHz,350__291.333333MHz,350,350,255.866667,291.333333,35.466665999999975,-0.9996164685124589,0.9996164685124589
1103,350__252.533333MHz,350__291.866667MHz,350,350,252.533333,291.866667,39.33333400000001,-0.9996164024827984,0.9996164024827984
1104,350__294.533333MHz,350__336.400000MHz,350,350,294.533333,336.4,41.86666699999995,-0.9996161093413014,0.9996161093413014
1105,350__295.866667MHz,350__348.000000MHz,350,350,295.866667,348.0,52.13333299999999,-0.9996159537104679,0.9996159537104679
1106,350__255.866667MHz,350__291.600000MHz,350,350,255.866667,291.6,35.733333000000016,-0.9996159181271523,0.9996159181271523
1107,350__297.200000MHz,350__346.933333MHz,350,350,297.2,346.933333,49.733333000000016,-0.999615214778979,0.999615214778979
1108,350__256.266667MHz,350__291.466667MHz,350,350,256.266667,291.466667,35.19999999999999,-0.9996148198346473,0.9996148198346473
1109,350__295.466667MHz,350__342.933333MHz,350,350,295.466667,342.933333,47.46666600000003,-0.99961465810506,0.99961465810506
1110,350__252.133333MHz,350__291.866667MHz,350,350,252.133333,291.866667,39.73333400000001,-0.9996143677528099,0.9996143677528099
1111,350__296.533333MHz,350__343.066667MHz,350,350,296.533333,343.066667,46.53333399999997,-0.9996143497118826,0.9996143497118826
1112,350__297.200000MHz,350__347.866667MHz,350,350,297.2,347.866667,50.66666700000002,-0.9996143480856989,0.9996143480856989
1113,350__296.266667MHz,350__342.933333MHz,350,350,296.266667,342.933333,46.66666600000002,-0.9996142775656549,0.9996142775656549
1114,350__256.000000MHz,350__291.600000MHz,350,350,256.0,291.6,35.60000000000002,-0.9996136813738933,0.9996136813738933
1115,350__328.266667MHz,350__333.466667MHz,350,350,328.266667,333.466667,5.199999999999989,0.9996130893174828,0.9996130893174828
1116,350__292.533333MHz,350__334.666667MHz,350,350,292.533333,334.666667,42.13333399999999,-0.99961306507125,0.99961306507125
1117,350__294.800000MHz,350__336.933333MHz,350,350,294.8,336.933333,42.13333299999999,-0.9996128154616375,0.9996128154616375
1118,350__252.000000MHz,350__291.866667MHz,350,350,252.0,291.866667,39.86666700000001,-0.9996123841696333,0.9996123841696333
1119,350__296.000000MHz,350__348.266667MHz,350,350,296.0,348.266667,52.266666999999984,-0.9996123819877002,0.9996123819877002
1120,350__252.400000MHz,350__291.866667MHz,350,350,252.4,291.866667,39.466667,-0.99961217507044,0.99961217507044
1121,350__256.666667MHz,350__291.066667MHz,350,350,256.666667,291.066667,34.39999999999998,-0.9996118899640861,0.9996118899640861
1122,350__252.666667MHz,350__292.000000MHz,350,350,252.666667,292.0,39.33333300000001,-0.9996117113786283,0.9996117113786283
1123,350__295.866667MHz,350__347.466667MHz,350,350,295.866667,347.466667,51.599999999999966,-0.9996116669166696,0.9996116669166696
1124,350__295.333333MHz,350__338.266667MHz,350,350,295.333333,338.266667,42.933334,-0.999611434407983,0.999611434407983
1125,350__251.733333MHz,350__291.866667MHz,350,350,251.733333,291.866667,40.13333400000002,-0.9996114233727634,0.9996114233727634
1126,350__327.866667MHz,350__332.933333MHz,350,350,327.866667,332.933333,5.066665999999998,0.9996112655958995,0.9996112655958995
1127,350__292.533333MHz,350__333.733333MHz,350,350,292.533333,333.733333,41.19999999999999,-0.9996111698293884,0.9996111698293884
1128,350__292.800000MHz,350__333.600000MHz,350,350,292.8,333.6,40.80000000000001,-0.9996108931274773,0.9996108931274773
1129,350__296.533333MHz,350__343.600000MHz,350,350,296.533333,343.6,47.066666999999995,-0.9996107420366718,0.9996107420366718
1130,350__252.000000MHz,350__292.133333MHz,350,350,252.0,292.133333,40.13333299999999,-0.999610687495745,0.999610687495745
1131,350__296.266667MHz,350__343.866667MHz,350,350,296.266667,343.866667,47.60000000000002,-0.999610629021705,0.999610629021705
1132,350__294.800000MHz,350__342.133333MHz,350,350,294.8,342.133333,47.33333299999998,-0.9996105760642536,0.9996105760642536
1133,350__297.200000MHz,350__347.066667MHz,350,350,297.2,347.066667,49.86666700000001,-0.9996105168227071,0.9996105168227071
1134,350__252.133333MHz,350__292.000000MHz,350,350,252.133333,292.0,39.86666700000001,-0.9996100872312087,0.9996100872312087
1135,350__294.000000MHz,350__335.200000MHz,350,350,294.0,335.2,41.19999999999999,-0.9996099280232976,0.9996099280232976
1136,350__295.733333MHz,350__343.733333MHz,350,350,295.733333,343.733333,48.0,-0.9996098625124804,0.9996098625124804
1137,350__297.200000MHz,350__348.800000MHz,350,350,297.2,348.8,51.60000000000002,-0.9996098378394327,0.9996098378394327
1138,350__252.800000MHz,350__292.000000MHz,350,350,252.8,292.0,39.19999999999999,-0.9996095290396142,0.9996095290396142
1139,350__292.533333MHz,350__334.533333MHz,350,350,292.533333,334.533333,42.0,-0.9996094801515792,0.9996094801515792
1140,350__251.333333MHz,350__292.400000MHz,350,350,251.333333,292.4,41.06666699999997,-0.9996093215651894,0.9996093215651894
1141,350__296.133333MHz,350__347.066667MHz,350,350,296.133333,347.066667,50.933334,-0.9996092627470312,0.9996092627470312
1142,350__295.333333MHz,350__342.800000MHz,350,350,295.333333,342.8,47.46666700000003,-0.9996091357258143,0.9996091357258143
1143,350__296.666667MHz,350__346.800000MHz,350,350,296.666667,346.8,50.13333299999999,-0.999609117709524,0.999609117709524
1144,350__255.866667MHz,350__291.200000MHz,350,350,255.866667,291.2,35.33333299999998,-0.9996089322549331,0.9996089322549331
1145,350__253.200000MHz,350__291.866667MHz,350,350,253.2,291.866667,38.66666700000002,-0.9996085628686505,0.9996085628686505
1146,150-250__150.800000MHz,150-250__156.133333MHz,150-250,150-250,150.8,156.133333,5.333332999999982,0.9996084694773167,0.9996084694773167
1147,350__328.533333MHz,350__333.600000MHz,350,350,328.533333,333.6,5.066666999999995,0.9996084319938293,0.9996084319938293
1148,350__250.933333MHz,350__292.266667MHz,350,350,250.933333,292.266667,41.33333399999998,-0.9996078044999335,0.9996078044999335
1149,350__296.000000MHz,350__347.333333MHz,350,350,296.0,347.333333,51.33333299999998,-0.9996075998788686,0.9996075998788686
1150,350__296.800000MHz,350__348.933333MHz,350,350,296.8,348.933333,52.13333299999999,-0.9996075942090767,0.9996075942090767
1151,350__294.933333MHz,350__342.266667MHz,350,350,294.933333,342.266667,47.33333399999998,-0.9996075143817691,0.9996075143817691
1152,350__253.600000MHz,350__291.866667MHz,350,350,253.6,291.866667,38.26666700000001,-0.9996075059713845,0.9996075059713845
1153,350__295.866667MHz,350__347.600000MHz,350,350,295.866667,347.6,51.733333000000016,-0.999607462951014,0.999607462951014
1154,350__297.333333MHz,350__347.733333MHz,350,350,297.333333,347.733333,50.400000000000034,-0.9996068825985365,0.9996068825985365
1155,350__296.933333MHz,350__348.933333MHz,350,350,296.933333,348.933333,52.0,-0.9996059369611274,0.9996059369611274
1156,350__255.733333MHz,350__291.600000MHz,350,350,255.733333,291.6,35.866667000000035,-0.9996057102816612,0.9996057102816612
1157,350__293.733333MHz,350__334.800000MHz,350,350,293.733333,334.8,41.066666999999995,-0.99960570340805,0.99960570340805
1158,350__296.000000MHz,350__343.866667MHz,350,350,296.0,343.866667,47.86666700000001,-0.9996055952994936,0.9996055952994936
1159,350__251.866667MHz,350__292.266667MHz,350,350,251.866667,292.266667,40.39999999999998,-0.9996055604823451,0.9996055604823451
1160,350__255.733333MHz,350__291.466667MHz,350,350,255.733333,291.466667,35.733333999999985,-0.9996053327565348,0.9996053327565348
1161,350__295.066667MHz,350__342.400000MHz,350,350,295.066667,342.4,47.33333299999998,-0.9996052765477309,0.9996052765477309
1162,350__295.866667MHz,350__341.600000MHz,350,350,295.866667,341.6,45.733333000000016,-0.9996050257166705,0.9996050257166705
1163,350__296.000000MHz,350__342.133333MHz,350,350,296.0,342.133333,46.13333299999999,-0.9996049655034954,0.9996049655034954
1164,350__251.466667MHz,350__292.400000MHz,350,350,251.466667,292.4,40.933332999999976,-0.99960476836503,0.99960476836503
1165,350__328.000000MHz,350__333.200000MHz,350,350,328.0,333.2,5.199999999999989,0.999604448393343,0.999604448393343
1166,350__294.133333MHz,350__340.800000MHz,350,350,294.133333,340.8,46.66666700000002,-0.9996044207198176,0.9996044207198176
1167,350__297.333333MHz,350__348.666667MHz,350,350,297.333333,348.666667,51.333334000000036,-0.999603953443395,0.999603953443395
1168,350__250.800000MHz,350__292.000000MHz,350,350,250.8,292.0,41.19999999999999,-0.9996037098163345,0.9996037098163345
1169,350__256.800000MHz,350__291.066667MHz,350,350,256.8,291.066667,34.266666999999984,-0.9996036691956265,0.9996036691956265
1170,350__250.933333MHz,350__256.000000MHz,350,350,250.933333,256.0,5.066666999999995,0.9996034150960432,0.9996034150960432
1171,350__297.066667MHz,350__348.933333MHz,350,350,297.066667,348.933333,51.86666600000001,-0.9996027778378963,0.9996027778378963
1172,350__295.200000MHz,350__337.600000MHz,350,350,295.2,337.6,42.400000000000034,-0.9996027186007016,0.9996027186007016
1173,350__296.400000MHz,350__344.800000MHz,350,350,296.4,344.8,48.400000000000034,-0.9996027046295445,0.9996027046295445
1174,350__251.200000MHz,350__292.400000MHz,350,350,251.2,292.4,41.19999999999999,-0.9996026985721941,0.9996026985721941
1175,350__295.466667MHz,350__342.666667MHz,350,350,295.466667,342.666667,47.200000000000045,-0.9996026770432996,0.9996026770432996
1176,350__251.733333MHz,350__292.266667MHz,350,350,251.733333,292.266667,40.533333999999996,-0.9996018889723037,0.9996018889723037
1177,350__327.733333MHz,350__332.933333MHz,350,350,327.733333,332.933333,5.199999999999989,0.9996015073773045,0.9996015073773045
1178,350__252.800000MHz,350__291.733333MHz,350,350,252.8,291.733333,38.933333000000005,-0.9996014472225383,0.9996014472225383
1179,350__292.666667MHz,350__335.200000MHz,350,350,292.666667,335.2,42.53333299999997,-0.9996013869737764,0.9996013869737764
1180,350__295.333333MHz,350__343.200000MHz,350,350,295.333333,343.2,47.86666700000001,-0.999601288279754,0.999601288279754
1181,350__253.466667MHz,350__291.866667MHz,350,350,253.466667,291.866667,38.400000000000006,-0.9996012486378374,0.9996012486378374
1182,350__294.666667MHz,350__342.000000MHz,350,350,294.666667,342.0,47.33333299999998,-0.999600599404415,0.999600599404415
1183,350__294.933333MHz,350__337.200000MHz,350,350,294.933333,337.2,42.266666999999984,-0.9995998072257856,0.9995998072257856
1184,350__256.400000MHz,350__291.200000MHz,350,350,256.4,291.2,34.80000000000001,-0.9995997932149074,0.9995997932149074
1185,350__295.600000MHz,350__340.000000MHz,350,350,295.6,340.0,44.39999999999998,-0.9995997801360488,0.9995997801360488
1186,350__296.133333MHz,350__344.133333MHz,350,350,296.133333,344.133333,48.0,-0.999599595143525,0.999599595143525
1187,350__253.600000MHz,350__291.600000MHz,350,350,253.6,291.6,38.00000000000003,-0.99959952797689,0.99959952797689
1188,350__294.266667MHz,350__341.200000MHz,350,350,294.266667,341.2,46.933333000000005,-0.9995995273231433,0.9995995273231433
1189,350__296.266667MHz,350__344.800000MHz,350,350,296.266667,344.8,48.53333300000003,-0.999599223765901,0.999599223765901
1190,350__295.333333MHz,350__338.000000MHz,350,350,295.333333,338.0,42.66666700000002,-0.9995991421472259,0.9995991421472259
1191,350__253.733333MHz,350__291.600000MHz,350,350,253.733333,291.6,37.866667000000035,-0.9995990286750425,0.9995990286750425
1192,350__253.600000MHz,350__291.733333MHz,350,350,253.6,291.733333,38.13333300000002,-0.9995990140920761,0.9995990140920761
1193,150-250__150.800000MHz,150-250__156.266667MHz,150-250,150-250,150.8,156.266667,5.466667000000001,0.9995989728409447,0.9995989728409447
1194,350__295.333333MHz,350__343.066667MHz,350,350,295.333333,343.066667,47.73333400000001,-0.9995988902326368,0.9995988902326368
1195,350__296.000000MHz,350__347.866667MHz,350,350,296.0,347.866667,51.86666700000001,-0.9995985020513433,0.9995985020513433
1196,350__294.400000MHz,350__336.133333MHz,350,350,294.4,336.133333,41.733333000000016,-0.9995984040022423,0.9995984040022423
1197,350__292.666667MHz,350__336.400000MHz,350,350,292.666667,336.4,43.73333299999996,-0.9995983623443179,0.9995983623443179
1198,350__292.666667MHz,350__335.866667MHz,350,350,292.666667,335.866667,43.19999999999999,-0.9995982735444334,0.9995982735444334
1199,350__250.800000MHz,350__292.133333MHz,350,350,250.8,292.133333,41.33333299999998,-0.9995976681982887,0.9995976681982887
1200,350__296.800000MHz,350__346.800000MHz,350,350,296.8,346.8,50.0,-0.9995976428961949,0.9995976428961949
1201,350__296.400000MHz,350__343.866667MHz,350,350,296.4,343.866667,47.46666700000003,-0.9995975995603882,0.9995975995603882
1202,350__295.600000MHz,350__343.600000MHz,350,350,295.6,343.6,48.0,-0.9995970224985057,0.9995970224985057
1203,150-250__150.666667MHz,150-250__156.400000MHz,150-250,150-250,150.666667,156.4,5.733333000000016,0.9995968385206627,0.9995968385206627
1204,350__293.600000MHz,350__339.466667MHz,350,350,293.6,339.466667,45.86666699999995,-0.9995967010011069,0.9995967010011069
1205,350__295.866667MHz,350__341.733333MHz,350,350,295.866667,341.733333,45.86666600000001,-0.9995966465309404,0.9995966465309404
1206,350__294.133333MHz,350__335.333333MHz,350,350,294.133333,335.333333,41.19999999999999,-0.9995965375725162,0.9995965375725162
1207,350__295.466667MHz,350__339.733333MHz,350,350,295.466667,339.733333,44.26666600000004,-0.9995964385819671,0.9995964385819671
1208,350__296.533333MHz,350__346.800000MHz,350,350,296.533333,346.8,50.266666999999984,-0.9995963329737296,0.9995963329737296
1209,350__250.800000MHz,350__256.000000MHz,350,350,250.8,256.0,5.199999999999989,0.9995962540025999,0.9995962540025999
1210,350__252.400000MHz,350__292.000000MHz,350,350,252.4,292.0,39.599999999999994,-0.9995957349265374,0.9995957349265374
1211,350__296.000000MHz,350__347.200000MHz,350,350,296.0,347.2,51.19999999999999,-0.9995954649336192,0.9995954649336192
1212,350__292.400000MHz,350__334.133333MHz,350,350,292.4,334.133333,41.733333000000016,-0.9995954475947251,0.9995954475947251
1213,350__294.400000MHz,350__341.733333MHz,350,350,294.4,341.733333,47.33333300000004,-0.9995954117857248,0.9995954117857248
1214,350__253.333333MHz,350__291.866667MHz,350,350,253.333333,291.866667,38.533333999999996,-0.9995953573523819,0.9995953573523819
1215,350__250.800000MHz,350__291.866667MHz,350,350,250.8,291.866667,41.066666999999995,-0.9995953545808407,0.9995953545808407
1216,350__293.466667MHz,350__339.066667MHz,350,350,293.466667,339.066667,45.60000000000002,-0.9995952834690445,0.9995952834690445
1217,350__294.266667MHz,350__335.733333MHz,350,350,294.266667,335.733333,41.46666600000003,-0.9995951467071721,0.9995951467071721
1218,350__343.066667MHz,350__348.133333MHz,350,350,343.066667,348.133333,5.066665999999998,0.9995948404380185,0.9995948404380185
1219,350__296.133333MHz,350__346.933333MHz,350,350,296.133333,346.933333,50.80000000000001,-0.9995948238682651,0.9995948238682651
1220,150-250__150.800000MHz,150-250__156.000000MHz,150-250,150-250,150.8,156.0,5.199999999999989,0.9995945412586557,0.9995945412586557
1221,150-250__150.933333MHz,150-250__156.133333MHz,150-250,150-250,150.933333,156.133333,5.199999999999989,0.9995942290688955,0.9995942290688955
1222,350__295.866667MHz,350__347.733333MHz,350,350,295.866667,347.733333,51.86666600000001,-0.9995941915485428,0.9995941915485428
1223,350__292.666667MHz,350__336.000000MHz,350,350,292.666667,336.0,43.33333299999998,-0.9995939913009151,0.9995939913009151
1224,350__328.133333MHz,350__333.466667MHz,350,350,328.133333,333.466667,5.333333999999979,0.9995938621455928,0.9995938621455928
1225,350__252.133333MHz,350__292.133333MHz,350,350,252.133333,292.133333,40.0,-0.9995938226733402,0.9995938226733402
1226,350__297.466667MHz,350__347.333333MHz,350,350,297.466667,347.333333,49.86666600000001,-0.9995936266763599,0.9995936266763599
1227,350__295.066667MHz,350__337.333333MHz,350,350,295.066667,337.333333,42.26666599999999,-0.9995936175719731,0.9995936175719731
1228,350__293.200000MHz,350__333.733333MHz,350,350,293.2,333.733333,40.53333300000003,-0.9995931447380721,0.9995931447380721
1229,350__295.866667MHz,350__340.533333MHz,350,350,295.866667,340.533333,44.66666600000002,-0.9995930673705943,0.9995930673705943
1230,350__252.000000MHz,350__292.266667MHz,350,350,252.0,292.266667,40.266666999999984,-0.9995926718579121,0.9995926718579121
1231,350__294.666667MHz,350__336.666667MHz,350,350,294.666667,336.666667,42.0,-0.9995925623435576,0.9995925623435576
1232,350__296.266667MHz,350__344.133333MHz,350,350,296.266667,344.133333,47.86666600000001,-0.9995925533697035,0.9995925533697035
1233,350__292.800000MHz,350__333.466667MHz,350,350,292.8,333.466667,40.66666699999996,-0.9995924941284691,0.9995924941284691
1234,350__296.666667MHz,350__348.933333MHz,350,350,296.666667,348.933333,52.26666599999999,-0.9995922535851266,0.9995922535851266
1235,350__293.333333MHz,350__338.666667MHz,350,350,293.333333,338.666667,45.333334000000036,-0.9995918020033422,0.9995918020033422
1236,350__252.533333MHz,350__292.000000MHz,350,350,252.533333,292.0,39.466667,-0.9995918012184726,0.9995918012184726
1237,350__297.066667MHz,350__346.800000MHz,350,350,297.066667,346.8,49.733333000000016,-0.99959170871219,0.99959170871219
1238,350__253.466667MHz,350__291.733333MHz,350,350,253.466667,291.733333,38.266666000000015,-0.9995916805674993,0.9995916805674993
1239,350__253.466667MHz,350__291.600000MHz,350,350,253.466667,291.6,38.13333300000002,-0.9995916598942718,0.9995916598942718
1240,150-250__150.666667MHz,150-250__156.266667MHz,150-250,150-250,150.666667,156.266667,5.600000000000023,0.9995916091206292,0.9995916091206292
1241,350__256.933333MHz,350__291.066667MHz,350,350,256.933333,291.066667,34.13333399999999,-0.9995915274029664,0.9995915274029664
1242,350__328.266667MHz,350__333.600000MHz,350,350,328.266667,333.6,5.333333000000039,0.9995915050181622,0.9995915050181622
1243,350__296.666667MHz,350__343.333333MHz,350,350,296.666667,343.333333,46.666665999999964,-0.9995912468226187,0.9995912468226187
1244,350__292.666667MHz,350__333.600000MHz,350,350,292.666667,333.6,40.933333000000005,-0.9995910629922878,0.9995910629922878
1245,350__292.400000MHz,350__334.266667MHz,350,350,292.4,334.266667,41.86666700000001,-0.9995910364070822,0.9995910364070822
